"Reef","Shoot.growth","C.production","SLA","Seagrass.P","Seagrass.N","LAI","Seagrass.C13"
"H1",NA,NA,NA,"5.5825865021126",NA,NA,NA
"H1",NA,NA,NA,"4.50130288482066",NA,NA,NA
"H1",NA,NA,NA,"2.53749285485677",NA,NA,NA
"H1",NA,NA,NA,"4.6147996983267",NA,NA,NA
"H1",NA,NA,NA,"4.36739761355842",NA,NA,NA
"H1",NA,NA,NA,"4.27835095964596",NA,NA,NA
"H1",NA,NA,NA,"3.13888034738166",NA,NA,NA
"H1",NA,NA,NA,"5.83088624477682",NA,NA,NA
"H1",NA,NA,NA,"2.65095832506594",NA,NA,NA
"H1",NA,NA,NA,"2.88771718757318",NA,NA,NA
"H1",NA,NA,NA,"5.07119055602855",NA,NA,NA
"H1",NA,NA,NA,"4.83407683939848",NA,NA,NA
"H1",NA,NA,NA,"5.79799161196369",NA,NA,NA
"H1",NA,NA,NA,"3.9585932137671",NA,NA,NA
"H1",NA,NA,NA,"3.70931242875835",NA,NA,NA
"H1",NA,NA,NA,"0",NA,NA,NA
"H1",NA,NA,NA,"4.98398884510539",NA,NA,NA
"H1",NA,NA,NA,"2.7727780011055",NA,NA,NA
"H1",NA,NA,NA,"0",NA,NA,NA
"H1",NA,NA,NA,"4.5039718104445",NA,NA,NA
"H1",NA,NA,NA,"0",NA,NA,NA
"H1",NA,NA,NA,"4.9508687717901",NA,NA,NA
"H1",NA,NA,NA,"4.87565944262473",NA,NA,NA
"H1",NA,NA,NA,"3.02707357761792",NA,NA,NA
"H1",NA,NA,NA,"3.25099971649241",NA,NA,NA
"H1",NA,NA,NA,"4.64437205676603",NA,NA,NA
"H1",NA,NA,NA,"3.55299394385606",NA,NA,NA
"H1",NA,NA,NA,"2.89834238970068",NA,NA,NA
"H1",NA,NA,NA,"4.13204307125495",NA,NA,NA
"H1",NA,NA,NA,"4.39184370728436",NA,NA,NA
"H1",NA,NA,NA,"4.16217225972903",NA,NA,NA
"H1",NA,NA,NA,"4.49604024123207",NA,NA,NA
"H1",NA,NA,NA,"2.17741153557544",NA,NA,NA
"H1",NA,NA,NA,"2.90757667375686",NA,NA,NA
"H1",NA,NA,NA,"3.59854139831544",NA,NA,NA
"H1",NA,NA,NA,"3.06841966853523",NA,NA,NA
"H1",NA,NA,NA,"3.91723323804977",NA,NA,NA
"H1",NA,NA,NA,"3.83178917182636",NA,NA,NA
"H1",NA,NA,NA,"4.15902522090653",NA,NA,NA
"H1",NA,NA,NA,"4.37930936661664",NA,NA,NA
"H1",NA,NA,NA,"5.82356732492465",NA,NA,NA
"H1",NA,NA,NA,"4.86323109692583",NA,NA,NA
"H1",NA,NA,NA,"0",NA,NA,NA
"H1",NA,NA,NA,"4.37589985137136",NA,NA,NA
"H1",NA,NA,NA,"2.97638767719986",NA,NA,NA
"H1",NA,NA,NA,"4.98329455894289",NA,NA,NA
"H1",NA,NA,NA,"3.14238327631427",NA,NA,NA
"H1",NA,NA,NA,"4.39499030789575",NA,NA,NA
"H1",NA,NA,NA,"5.18441131198483",NA,NA,NA
"H1",NA,NA,NA,"2.88660271430418",NA,NA,NA
"H1",NA,NA,NA,"2.7619311300227",NA,NA,NA
"H1",NA,NA,NA,"0",NA,NA,NA
"H1",NA,NA,NA,"2.78073904670576",NA,NA,NA
"H1",NA,NA,NA,"0",NA,NA,NA
"H1",NA,NA,NA,"5.82288837750758",NA,NA,NA
"H1",NA,NA,NA,"1.68004209829829",NA,NA,NA
"H1",NA,NA,NA,"4.88009545584405",NA,NA,NA
"H1",NA,NA,NA,"4.63341676336723",NA,NA,NA
"H1",NA,NA,NA,"0",NA,NA,NA
"H1",NA,NA,NA,"1.76727793535181",NA,NA,NA
"H1",NA,NA,NA,"4.86674626665368",NA,NA,NA
"H1",NA,NA,NA,"5.04340214275582",NA,NA,NA
"H1",NA,NA,NA,"2.6482042282178",NA,NA,NA
"H1",NA,NA,NA,"2.52487767569076",NA,NA,NA
"H1",NA,NA,NA,"2.88849824609051",NA,NA,NA
"H1",NA,NA,NA,"2.50443428534019",NA,NA,NA
"H1",NA,NA,NA,"4.52159529859995",NA,NA,NA
"H1",NA,NA,NA,"2.50870192511845",NA,NA,NA
"H1",NA,NA,NA,"0",NA,NA,NA
"H1",NA,NA,NA,"2.74908598129562",NA,NA,NA
"H1",NA,NA,NA,"4.35840612443546",NA,NA,NA
"H1",NA,NA,NA,"4.61132921116608",NA,NA,NA
"H1",NA,NA,NA,"3.15570199587325",NA,NA,NA
"H1",NA,NA,NA,"3.44038003337892",NA,NA,NA
"H1",NA,NA,NA,"4.40007988522478",NA,NA,NA
"H1",NA,NA,NA,"5.10459389325227",NA,NA,NA
"H1",NA,NA,NA,"4.27395766853755",NA,NA,NA
"H1",NA,NA,NA,"3.01126537559524",NA,NA,NA
"H1",NA,NA,NA,"2.65446066430573",NA,NA,NA
"H1",NA,NA,NA,"4.38299606815019",NA,NA,NA
"H1",NA,NA,NA,"3.43105762852899",NA,NA,NA
"H1",NA,NA,NA,"3.45761671326457",NA,NA,NA
"H1",NA,NA,NA,"0",NA,NA,NA
"H1",NA,NA,NA,"3.41380601023379",NA,NA,NA
"H1",NA,NA,NA,"2.75410875350767",NA,NA,NA
"H1",NA,NA,NA,"3.09471161884691",NA,NA,NA
"H1",NA,NA,NA,"3.11325881975259",NA,NA,NA
"H1",NA,NA,NA,"3.45864527741554",NA,NA,NA
"H1",NA,NA,NA,"0",NA,NA,NA
"H1",NA,NA,NA,"3.71853569381888",NA,NA,NA
"H1",NA,NA,NA,"3.0958176223501",NA,NA,NA
"H1",NA,NA,NA,"3.44511261014284",NA,NA,NA
"H1",NA,NA,NA,"4.62244676849129",NA,NA,NA
"H1",NA,NA,NA,"2.55283376314653",NA,NA,NA
"H1",NA,NA,NA,"4.633265805922",NA,NA,NA
"H1",NA,NA,NA,"3.85977308714906",NA,NA,NA
"H1",NA,NA,NA,"1.8819495586847",NA,NA,NA
"H1",NA,NA,NA,"1.69271281670305",NA,NA,NA
"H1",NA,NA,NA,"2.97835924582166",NA,NA,NA
"H1",NA,NA,NA,"0",NA,NA,NA
"H2","1.94959951668931",NA,NA,"4.26421078907132",NA,NA,"3.32553087361502"
"H2","0",NA,NA,"2.4358522427118",NA,NA,"1.94952973608892"
"H2","2.40750320136457",NA,NA,"4.75160962415054",NA,NA,"3.46937474860808"
"H2","0",NA,NA,"2.55233601059477",NA,NA,"2.41666471408564"
"H2","2.17055169557465",NA,NA,"2.20750522434856",NA,NA,"2.19629718318531"
"H2","0",NA,NA,"2.52409256636123",NA,NA,"2.32115320948789"
"H2","0",NA,NA,"2.65074293852717",NA,NA,"2.4185865741943"
"H2","2.09161590752417",NA,NA,"2.08641072353005",NA,NA,"2.09121174673096"
"H2","2.18942623866778",NA,NA,"0",NA,NA,"0"
"H2","2.17440807733046",NA,NA,"2.21475723453356",NA,NA,"2.19958220357926"
"H2","0",NA,NA,"2.77792889227609",NA,NA,"2.54431189954672"
"H2","0",NA,NA,"2.89272531980142",NA,NA,"2.64541953464134"
"H2","2.19031156276985",NA,NA,"0",NA,NA,"0"
"H2","2.11295581920153",NA,NA,"2.19112654990657",NA,NA,"2.18071294804704"
"H2","0",NA,NA,"2.50996972750015",NA,NA,"2.20858749167876"
"H2","2.16665739951621",NA,NA,"2.20226810216661",NA,NA,"2.18829247656885"
"H2","0",NA,NA,"2.44318460860858",NA,NA,"1.9649886937832"
"H2","2.19781229440775",NA,NA,"2.32765092689466",NA,NA,"0"
"H2","2.21362719587506",NA,NA,"1.91723428470077",NA,NA,"2.32348482402372"
"H2","2.19020578224749",NA,NA,"0",NA,NA,"2.27333975911989"
"H2","2.1879159760666",NA,NA,"0",NA,NA,"0"
"H2","2.16965177847247",NA,NA,"2.21222776669039",NA,NA,"2.19665907736952"
"H2","2.27406219323034",NA,NA,"2.49884467673763",NA,NA,"1.94959004693603"
"H2","2.09997412643975",NA,NA,"2.10978373941475",NA,NA,"2.11061594121427"
"H2","2.19364767052457",NA,NA,"2.32662978934795",NA,NA,"0"
"H2","0",NA,NA,"3.01528129330036",NA,NA,"2.64230818094549"
"H2","2.20579597676671",NA,NA,"1.94949432576534",NA,NA,"2.32600425295381"
"H2","2.30682485399671",NA,NA,"5.19027748079159",NA,NA,"4.38153334447194"
"H2","0",NA,NA,"2.64645155423754",NA,NA,"2.43030162121302"
"H2","2.20854145259983",NA,NA,"5.03760960275504",NA,NA,"4.06218139321328"
