"Reef","Shoot.growth","C.production","SLA","Seagrass.P","Seagrass.N","LAI"
"ES1","1.97085229273849","-0.0334606684120192","25.476202748536","0.120493900940843",NA,"-85826.7210834995"
"ES1","1.8195251249806","-0.00881444347529823","25.8637972014278","0.128869667956008",NA,"13630.0215186182"
"ES1","1.92912009891668","-0.0433392024665915","25.7157320917508","0.143825773318058",NA,"-104616.791235205"
"ES1","1.88016063617987","0.0111134418673124","26.1448683324174","0.130021122081893",NA,"68689.8163233385"
"ES1","1.86008001673325","-0.0501312601050478","25.3955834323178","0.122972843753129",NA,"-94227.1166969337"
"ES1","1.8388192654509","-0.0791448404533726","24.9253962363692","0.125703898418013",NA,"-311292.410331408"
"ES1","1.85052817844414","-0.0890745829099392","25.12464648514","0.14616642190983",NA,"-285742.996014605"
"ES1","1.87771405088357","-0.0910412953673997","24.8913317911009","0.131275973605101",NA,"-296219.082371856"
"ES1","2.10628839921364","0.00520073299877049","26.0550238434385","0.133661788506184",NA,"11798.2103680237"
"ES1","1.92452082768365","-0.0423818460531206","25.4350001193871","0.128323277567853",NA,"-155370.33703399"
"H1",NA,NA,NA,"0.122975076190246",NA,NA
"H1",NA,NA,NA,"0.11278642548716",NA,NA
"H1",NA,NA,NA,"0.115914547470499",NA,NA
"H1",NA,NA,NA,"0.115171847587546",NA,NA
"H1",NA,NA,NA,"0.116745590159304",NA,NA
"H1",NA,NA,NA,"0.116017919662612",NA,NA
"H1",NA,NA,NA,"0.110859238612125",NA,NA
"H1",NA,NA,NA,"0.115227495121917",NA,NA
"H1",NA,NA,NA,"0.12510134928752",NA,NA
"H1",NA,NA,NA,"0.119028415335367",NA,NA
"H2","9.15192348056699",NA,NA,"0.135025822338722",NA,NA
"H2","9.61923288110324",NA,NA,"0.139775467752457",NA,NA
"H2","9.34956115938174",NA,NA,"0.136535039750595",NA,NA
"H2","10.0001141955373",NA,NA,"0.142478613424437",NA,NA
"H2","9.05622499399762",NA,NA,"0.134483160734003",NA,NA
"H2","8.34796882400547",NA,NA,"0.130762753273022",NA,NA
"H2","8.4887235006778",NA,NA,"0.130537147633677",NA,NA
"H2","8.25887938503313",NA,NA,"0.128379032858252",NA,NA
"H2","9.87609900304006",NA,NA,"0.140054651617978",NA,NA
"H2","9.08675187920781",NA,NA,"0.136220396329204",NA,NA
"H3","8.44867591137992","0.776542684538448",NA,"0.193682765650764","2.15804273280963",NA
"H3","9.00250394219072","0.958590309439465",NA,"0.201139710936901","2.18928600171944",NA
"H3","8.66291353795192","1.15969843579172",NA,"0.196137258272399","2.17426457132083",NA
"H3","9.30002706520259","0.970619407068477",NA,"0.205263441651022","2.21405097206642",NA
"H3","8.39876386773212","0.851619686104009",NA,"0.195339059707764","2.15408077249088",NA
"H3","7.95562952289665","0.898171478299768",NA,"0.184458973085306","2.10637095857429",NA
"H3","7.96006115843883","1.21021013306356",NA,"0.18686363183452","2.11906894555421",NA
"H3","7.71506978154894","0.988305806136089",NA,"0.185052971827655","2.10398991940579",NA
"H3","9.00260629504951","0.940348808548118",NA,"0.201473165205361","2.2059007066812",NA
