"Reef","Shoot.growth","C.production","SLA","Seagrass.P","Seagrass.N","LAI","Seagrass.C13"
"H1",NA,NA,NA,"0.117793577935285",NA,NA,NA
"H1",NA,NA,NA,"0.119774537013297",NA,NA,NA
"H1",NA,NA,NA,"0.118861193976325",NA,NA,NA
"H1",NA,NA,NA,"0.124531656996276",NA,NA,NA
"H1",NA,NA,NA,"0.107511479469426",NA,NA,NA
"H1",NA,NA,NA,"0.119794420207639",NA,NA,NA
"H1",NA,NA,NA,"0.126896646827762",NA,NA,NA
"H1",NA,NA,NA,NA,NA,NA,NA
"H1",NA,NA,NA,"0.127293639650264",NA,NA,NA
"H1",NA,NA,NA,"0.120148318050135",NA,NA,NA
"H1",NA,NA,NA,"0.106941264602607",NA,NA,NA
"H1",NA,NA,NA,"0.125592579247978",NA,NA,NA
"H1",NA,NA,NA,NA,NA,NA,NA
"H1",NA,NA,NA,"0.10508733119917",NA,NA,NA
"H1",NA,NA,NA,"0.120650772228216",NA,NA,NA
"H1",NA,NA,NA,"0.113569996133459",NA,NA,NA
"H1",NA,NA,NA,"0.127397787331023",NA,NA,NA
"H1",NA,NA,NA,"0.12082648326045",NA,NA,NA
"H1",NA,NA,NA,"0.121876491307257",NA,NA,NA
"H1",NA,NA,NA,"0.116376555852074",NA,NA,NA
"H1",NA,NA,NA,"0.114238672329182",NA,NA,NA
"H1",NA,NA,NA,"0.121533539921732",NA,NA,NA
"H1",NA,NA,NA,"0.119111134881999",NA,NA,NA
"H1",NA,NA,NA,"0.112953763933323",NA,NA,NA
"H1",NA,NA,NA,"0.122646330278132",NA,NA,NA
"H1",NA,NA,NA,"0.114125371614412",NA,NA,NA
"H1",NA,NA,NA,"0.119391708166547",NA,NA,NA
"H1",NA,NA,NA,"0.118050283479794",NA,NA,NA
"H1",NA,NA,NA,"0.115813366449449",NA,NA,NA
"H1",NA,NA,NA,"0.114190232820368",NA,NA,NA
"H1",NA,NA,NA,"0.127230847895137",NA,NA,NA
"H1",NA,NA,NA,"0.115126192583195",NA,NA,NA
"H1",NA,NA,NA,"0.103740503248461",NA,NA,NA
"H1",NA,NA,NA,"0.112319968905919",NA,NA,NA
"H1",NA,NA,NA,"0.117853171451637",NA,NA,NA
"H1",NA,NA,NA,"0.116775554491915",NA,NA,NA
"H1",NA,NA,NA,"0.114735666177256",NA,NA,NA
"H1",NA,NA,NA,"0.116089494090032",NA,NA,NA
"H1",NA,NA,NA,"0.116253336809727",NA,NA,NA
"H1",NA,NA,NA,"0.117907763037665",NA,NA,NA
"H1",NA,NA,NA,NA,NA,NA,NA
"H1",NA,NA,NA,"0.11348852160122",NA,NA,NA
"H1",NA,NA,NA,"0.110091034255692",NA,NA,NA
"H1",NA,NA,NA,"0.123584108580794",NA,NA,NA
"H1",NA,NA,NA,"0.123118077245851",NA,NA,NA
"H1",NA,NA,NA,"0.122505420117363",NA,NA,NA
"H1",NA,NA,NA,"0.119452003988912",NA,NA,NA
"H1",NA,NA,NA,"0.115788131120269",NA,NA,NA
"H1",NA,NA,NA,"0.125431753183171",NA,NA,NA
"H1",NA,NA,NA,"0.119702785616106",NA,NA,NA
"H1",NA,NA,NA,"0.119644226848982",NA,NA,NA
"H1",NA,NA,NA,"0.1196909453917",NA,NA,NA
"H1",NA,NA,NA,"0.116296848661417",NA,NA,NA
"H1",NA,NA,NA,"0.103882713543891",NA,NA,NA
